id;title;authors;date;description
9707245;'Fluctuating Strings in the Universal Confining String Theory and';'D.V.Antonov (Humboldt University, Berlin and ITEP, Moscow)';'Wed, 30 Jul 97 13:11:36 METDST   (11kb)';'   The effective string theory emerging from the bilocal approximation to the Method of Vacuum Correlators in gluodynamics is shown to be well described by the 4D theory of the massive Abelian Kalb-Ramond field interacting with the string, which is known to be the low-energy limit of the Universal Confining String Theory. This correspondence follows from the agreement of the behaviour of the coefficient functions, which parametrize the gauge-invariant correlator of two gluonic field strength tensors, known from the lattice data, with their values obtained from the propagator of the Kalb-Ramond field. We discuss this correspondence in several aspects and demonstrate that the mass of the Kalb-Ramond field in this approach plays the role of the inverse correlation length of the vacuum, so that in the massless limit string picture disappears. Next, we apply the background field method, known in the theory of nonlinear sigma models, to obtain the action, which is quadratic in quantum fluctuations around a given (e.g. minimal) string world-sheet. Several nontrivial types of couplings of these fluctuations with the background world-sheet are obtained and discussed. '
9707246;'Open Supermembranes Coupled to M-Theory Five-Branes';'Ph. Brax and J. Mourad';'Wed, 30 Jul 1997 16:31:12 +0100   (10kb)';'   We consider open supermembranes in eleven dimensions in the presence of closed M-Theory five-branes. It has been shown that, in a flat space-time, the world-volume action is kappa invariant and preserves a fraction of the eleven dimensional supersymmetries if the boundaries of the membranes lie on the five-branes. We calculate the reparametrisation anomalies due to the chiral fermions on the boundaries of the membrane and examine their cancellation mechanism. We show that these anomalies cancel with the aid of a classical term in the world-volume action, provided that the tensions of the five-brane and the membrane are related to the eleven dimensional gravitational constant in a way already noticed in M-Theory. '
9707247;'Superpotentials of N=1 Supersymmetric Gauge Theories from M-theory';'Soonkeon Nam, Kyungho Oh, Sang-Jin Sin';'Wed, 30 Jul 1997 23:24:05 +0900   (12kb)';'   We consider brane configurations in M-theory describing N=1 supersymmetric gauge theories and using the parametric representation of the brane configurations, we calculate the superpotentials for various cases including multiple gauge groups or fermions. For SU(n) N=1 SQCD with $N_f$ fermion case ($N_f < N_c)$, we find that the superpotential from M-theory and the gauge theory agree precisely. This gives a direct evidence of the validity of Witten's M-theory method for calculating the super potential. '
9707248;'Nambu-Jona-Lasinio Model Coupled to Constant Electromagnetic Fields in';'M. Ishi-i, T. Kashiwa, and N. Tanimura (Kyushu Univ. Fukuoka, Japan)';'Thu, 31 Jul 1997 03:00:12 +0900   (647kb)';'   Critical dynamics of the Nambu-Jona-Lasinio model, coupled to a constant electromagnetic field in D=2, 3, and 4, is reconsidered from a viewpoint of infrared behavior and vacuum instability. The latter is associated with constant electric fields and cannot be avoidable in the nonperturbative framework obtained through the proper time method. As for magnetic fields, an infrared cut-off is essential to investigate the critical phenomena. The result reconfirms the fact that the critical coupling in D=3 and 4 goes to zero even under an infinitesimal magnetic field. There also shows that a non-vanishing $F_{\mu\nu}\widetilde F^{\mu\nu}$ causes instability. A perturbation with respect to external fields is adopted to investigate critical quantities, but the resultant asymptotic expansion excellently matches with the exact value. '
9707249;'Three-Family Grand Unification in String Theory';'Zurab Kakushadze';'Wed, 30 Jul 97 16:43:13 -0400   (10kb)';'   We briefly discuss the status of three-family grand unified string models. '
9707250;'M&m's';'Andrei Losev, Gregory Moore and Samson L. Shatashvili';'Wed, 30 Jul 1997 17:10:33 +0500   (28kb)';'   We consider M theory 5-branes with compact transverse dimensions. In certain limits the theory on the 5-brane decouples and defines ``little string theories'' in 5+1 dimensions. We show that the familiar structure of IIA/IIB,M,F- theory in 10,11,12 dimensions respectively has a perfect parallel in a theory of strings and membranes in 6,7,8 dimensions. We call these theories $a/b,m,f$ theories. They have a coupling constant but no gravity. This construction clarifies some mysteries in F-theory and leads to several speculations about the phase structure of M theory. '
9707251;'Four-dimensional BPS-spectra via M-theory';'Mans Henningson and Piljin Yi';'Wed, 30 Jul 97 23:20:32 +0100   (41kb)';'   We consider the realization of four-dimensional theories with N = 2 supersymmetry as M-theory configurations including a five-brane. Our emphasis is on the spectrum of massive states, that are realized as two-branes ending on the five-brane. We start with a determination of the supersymmetries that are left unbroken by the background metric and five-brane. We then show how the central charge of the N = 2 algebra arises from the central charge associated with the M-theory two-brane. This determines the condition for a two-brane configuration to be BPS-saturated in the four-dimensional sense. By imposing certain conditions on the moduli, we can give concrete examples of such two-branes. This leads us to conjecture that vectormultiplet and hypermultiplet BPS-saturated states correspond to two-branes with the topology of a cylinder and a disc respectively. We also discuss the phenomenon of marginal stability of BPS-saturated states. '
9707252;'Soliton and Domain Wall in the Self-Dual CP(1) Model';'Sung-Soo Kim, Phillial Oh, and Chaiho Rim';'Thu, 31 Jul 1997 15:41:54 +0900 (KST)   (18kb)';'   We perform the dimensional reduction of the nonrelativistic CP(1) model coupled to an Abelian Chern-Simons gauge field in the self-dual limit, and investigate the soliton and domain wall solutions of the emerging 1+1 dimensional self-dual spin system. This system is described by inhomogeneous Landau-Lifshitz system with an extra non-local term. The Hamiltonian is Bogomol'nyi bounded from below and has four adjusting parameters. The Bogomol'nyi equation is described in detail in analogy with the Newtonian equation of motion and its numerical solution is presented. '
9707253;'Simple method for calculating the Casimir energy for sphere';'V. V. Nesterenko (Joint Institute for Nuclear Research, Russia) and I.';'Thu, 31 Jul 1997 18:52:19 +0400   (11kb)';'   A simple method for calculating the Casimir energy for a sphere is developed which is based on a direct mode summation and counter integration in a complex plane of eigenfrequencies. The method uses only classical equations determining the eigenfrequencies of the quantum field under consideration. Efficiency of this approach is demonstrated by calculation of the Casimir energy for a perfectly conducting spherical shell and for a massless scalar field obeying the Dirichlet and Neumann boundary conditions on sphere. The possibility of rationalizing the removal of divergences in this problem as a renormalization of both the energy and the radius of the sphere is discussed. '
9707254;'Infinite Quasi-Exactly Solvable Models';'H.D. Doebner, K. Lazarow, A.G. Ushveridze';'Thu, 31 Jul 1997 11:34:53 EDT   (7kb)';'   We introduce a new concept of infinite quasi-exactly solvable models which are constructable through multi-parameter deformations of known exactly solvable ones. The spectral problem for these models admits exact solutions for infinitely many eigenstates but not for the whole spectrum. The hermiticity of their hamiltonians is guaranteed by construction. The proposed models have quasi-exactly solvable classical conterparts. '
9707255;'Burgers turbulence with pressure';'S. Boldyrev';'Thu, 31 Jul 1997 18:23:19 -0400 (EDT)   (11kb)';'   The randomly driven Burgers equation with pressure is considered as a 1D model of strong turbulence of compressible fluid. It is shown that infinitely small pressure provides a finite effect on the velocity and density statistics and this case therefore is qualitatively different from turbulence without pressure. We establish the corresponding operator product expansion and predict the intermittent velocity- difference and mass-difference PDFs. We then apply the developed methods to the statistics of a passive scalar advected by the Burgers field. '
